ID,Date,Address,Suite,PermitType,ConstructionCost,OwnerName,Contractor,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng,MatchAddress_1,parcelId_1,lat_1,lng_1,Benchmark,Format,Geocoderinput
187052,2015/01/13 00:00:00.000000000,3168 RICHMOND RD                                  ,YOU-FIT                                           ,"MECHANICAL COMM. $75,001-$100,000                 ",0,ALPOST INC                                        ,D H MECHANICAL ENTERPRISES INC                    ,3168 RICHMOND RD,,,,,,,,,,4,json,3168 RICHMOND RD LEXINGTON KY
169285,2012/05/14 00:00:00.000000000,831 NATIONAL AVE                                  ,                                                  ,"MECHANICAL COMM. $25,001-$50,000                  ",0,FITNESS PLUS/WALKER PROPERTIES                    ,BREWERS H V A C                                   ,831 NATIONAL AVE,,,,,,,,,,4,json,831 NATIONAL AVE LEXINGTON KY
171194,2012/08/08 00:00:00.000000000,4232 EVANGLEINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,4232 EVANGLEINE LN,,,,,,,,,,4,json,4232 EVANGLEINE LN LEXINGTON KY
181522,2014/03/18 00:00:00.000000000,845 LANE ALLEN RD                                 ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,GOOD COUNSEL                                      ,GOOD COUNSEL                                      ,845 LANE ALLEN RD,,,,,,,,,,4,json,845 LANE ALLEN RD LEXINGTON KY
168552,2012/04/10 00:00:00.000000000,108 ESPLANADE                                     ,STE 220                                           ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,50000,MAIN ESPLANADE INVESTMENTS                        ,MAIN ESPLANADE INVESTMENTS                        ,108 ESPLANADE,,,,,,,,,,4,json,108 ESPLANADE LEXINGTON KY
168452,2012/04/03 00:00:00.000000000,3522 CREEKWOOD DR                                 ,                                                  ,"MECHANICAL, MULTI-FAMILY                          ",0,CHINOE CREEK APTS                                 ,FAYETTE HEATING & AIR CONDITIONING                ,3522 CREEKWOOD DR,,,,,,,,,,4,json,3522 CREEKWOOD DR LEXINGTON KY
187287,2015/01/29 00:00:00.000000000,2220 ELKHORN RD                                   ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",3133,CRACKER BARREL CORPORATION                        ,SERVICE SOLUTIONS GROUP LLC                       ,2220 ELKHORN RD,,,,,,,,,,4,json,2220 ELKHORN RD LEXINGTON KY
179315,2013/10/22 00:00:00.000000000,3580 CLAYS MILL RD                                ,                                                  ,GRADING COMMERCIAL                                ,0,LFUCG                                             ,BLUEGRASS CONTRACTING CORP                        ,3580 CLAYS MILL RD,,,,,,,,,,4,json,3580 CLAYS MILL RD LEXINGTON KY
163019,2011/04/19 00:00:00.000000000,1781 SHARKEY WAY                                  ,                                                  ,RETAIL SALES GENERAL                              ,294442.81,ANDERSON COMMUNITIES                              ,ANDERSON COMMUNITIES                              ,1781 SHARKEY WAY,,,,,,,,,,4,json,1781 SHARKEY WAY LEXINGTON KY
184762,2014/08/19 00:00:00.000000000,1640 WHARTON WAY                                  ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,1640 WHARTON WAY,,,,,,,,,,4,json,1640 WHARTON WAY LEXINGTON KY
185432,2014/09/26 00:00:00.000000000,3271 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3271 ALCOTT PL,,,,,,,,,,4,json,3271 ALCOTT PL LEXINGTON KY
181605,2014/03/21 00:00:00.000000000,507 S BROADWAY                                    ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4987,MORGAN PROPERTIES                                 ,AIR CONTROL HEATING & COOLING OF LEX              ,507 S BROADWAY,,,,,,,,,,4,json,507 S BROADWAY LEXINGTON KY
168183,2012/03/20 00:00:00.000000000,3489 LANSDOWNE DR                                 ,#15                                               ,ZONING COMPLIANCE- HOME OFFICE                    ,0,JUSTIN M. WOODWARD                                ,JUSTIN M. WOODWARD                                ,3489 LANSDOWNE DR,,,,,,,,,,4,json,3489 LANSDOWNE DR LEXINGTON KY
180417,2013/12/23 00:00:00.000000000,3055 TODDS RD                                     ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",19500,EASTLAND CHURCH OF CHRIST                         ,CHRISTOPHER & SMITH HEATING & AC                  ,3055 TODDS RD,,,,,,,,,,4,json,3055 TODDS RD LEXINGTON KY
180085,2013/12/05 00:00:00.000000000,841 LANE ALLEN RD                                 ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",25000,BRASABANA                                         ,GREEN MECHANICAL CONSTRUCTION INC                 ,841 LANE ALLEN RD,,,,,,,,,,4,json,841 LANE ALLEN RD LEXINGTON KY
178210,2013/08/26 00:00:00.000000000,3538 CREEKWOOD DR                                 ,#9                                                ,"MECHANICAL, MULTI-FAMILY                          ",0,CHINOE CREEK APARTMENTS                           ,FAYETTE HEATING & AIR CONDITIONING                ,3538 CREEKWOOD DR,,,,,,,,,,4,json,3538 CREEKWOOD DR LEXINGTON KY
179916,2013/11/22 00:00:00.000000000,547 S LIMESTONE                                   ,                                                  ,RETAIL SALES REMODELING                           ,1287,ELITAS GROUP INC                                  ,KEMPER CONTRACTING                                ,547 S LIMESTONE,,,,,,,,,,4,json,547 S LIMESTONE LEXINGTON KY
178230,2013/08/27 00:00:00.000000000,2251 WAR ADMIRAL WAY                              ,                                                  ,GRADING COMMERCIAL                                ,0,WAR ADMIRAL WAY                                   ,WOODALL CONSTRUCTION CO INC                       ,2251 WAR ADMIRAL WAY,,,,,,,,,,4,json,2251 WAR ADMIRAL WAY LEXINGTON KY
178963,2013/10/02 00:00:00.000000000,424 E NEW CIRCLE RD                               ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,ZAINNA MEDITERRANEAN RESTAURANT                   ,SEAN ABRAHAM                                      ,424 E NEW CIRCLE RD,,,,,,,,,,4,json,424 E NEW CIRCLE RD LEXINGTON KY
175737,2013/04/29 00:00:00.000000000,4322 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,4322 EVANGELINE LN,,,,,,,,,,4,json,4322 EVANGELINE LN LEXINGTON KY
181688,2014/04/02 00:00:00.000000000,1949 STAR SHOOT PKWY                              ,                                                  ,SIGNS                                             ,1280,REGAL CINEMAS                                     ,POPEYE SIGN COMPANY INC                           ,1949 STAR SHOOT PKWY,,,,,,,,,,4,json,1949 STAR SHOOT PKWY LEXINGTON KY
169488,2012/05/22 00:00:00.000000000,199 N LIMESTONE                                   ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,"FRANCIAS, LLC                                     ",AIRECONOMICS                                      ,199 N LIMESTONE,,,,,,,,,,4,json,199 N LIMESTONE LEXINGTON KY
163188,2011/04/22 00:00:00.000000000,141 ROJAY DR                                      ,STE:110                                           ,SIGNS                                             ,1200,ANN TAYLOR #275                                   ,POPEYE SIGN COMPANY INC                           ,141 ROJAY DR,,,,,,,,,,4,json,141 ROJAY DR LEXINGTON KY
165744,2011/09/27 00:00:00.000000000,501 DARBY CREEK RD                                ,#58                                               ,"MECHANICAL COMM. $2,001-$10,000                   ",0,DARYL SABASTIAN                                   ,CLIMATE CONTROL CORPORATION                       ,501 DARBY CREEK RD,,,,,,,,,,4,json,501 DARBY CREEK RD LEXINGTON KY
165392,2011/09/06 00:00:00.000000000,1060 CHINOE RD                                    ,STE:164                                           ,SIGNS                                             ,820,MICKEY SALON & SPA                                ,POPEYE SIGN COMPANY INC                           ,1060 CHINOE RD,,,,,,,,,,4,json,1060 CHINOE RD LEXINGTON KY
180065,2013/12/04 00:00:00.000000000,694 E NEW CIRCLE RD                               ,STE 210                                           ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,JDM GUNSMITHING                                   ,JDM GUNSMITHING                                   ,694 E NEW CIRCLE RD,,,,,,,,,,4,json,694 E NEW CIRCLE RD LEXINGTON KY
180165,2013/12/10 00:00:00.000000000,835 GLASFORD SQ                                   ,UNIT 102                                          ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,835 GLASFORD SQ,,,,,,,,,,4,json,835 GLASFORD SQ LEXINGTON KY
170055,2012/06/14 00:00:00.000000000,467 HAYS BLVD                                     ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,467 HAYS BLVD,,,,,,,,,,4,json,467 HAYS BLVD LEXINGTON KY
170742,2012/07/20 00:00:00.000000000,321 S ASHLAND AVE                                 ,                                                  ,                                                  ,0,ART COLLECTIVE                                    ,ART COLLECTIVE                                    ,321 S ASHLAND AVE,,,,,,,,,,4,json,321 S ASHLAND AVE LEXINGTON KY
163703,2011/05/31 00:00:00.000000000,2285 EXECUTIVE DR                                 ,ste 400                                           ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,24000,COLEMAN GROUP                                     ,THOMISZER DESIGN & CONSTRUCTION LLC               ,2285 EXECUTIVE DR,,,,,,,,,,4,json,2285 EXECUTIVE DR LEXINGTON KY
177025,2013/06/26 00:00:00.000000000,3436 VERSAILLES RD                                ,                                                  ,"FENCE, COMMERCIAL                                 ",70000,COMMONWEALTH BAPTIST CHURCH                       ,"JIMMY SHIP HOMES, LLC                             ",3436 VERSAILLES RD,,,,,,,,,,4,json,3436 VERSAILLES RD LEXINGTON KY
164390,2011/07/05 00:00:00.000000000,1997 HARRODSBURG RD                               ,                                                  ,MECHANICAL COMM. <$2000                           ,0,PARKWAY DEVELOPER                                 ,AIR TECH INC                                      ,1997 HARRODSBURG RD,,,,,,,,,,4,json,1997 HARRODSBURG RD LEXINGTON KY
174669,2013/03/04 00:00:00.000000000,4285 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,"BALL HOMES, INC.                                  ",STIVERS HVAC                                      ,4285 EVANGELINE LN,,,,,,,,,,4,json,4285 EVANGELINE LN LEXINGTON KY
