PermitNo,Address,SubmitDate,IssueDate,StartDate,CompleteDate,Name,PermitType,TypeOfWork,LaneBlockage,CleanAddress,MatchAddress,MatchType,parcelId,lat,lng
 24643,307 ROMANY RD,2013/01/02 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/31 00:00:00.000000000,2013/05/21 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,307 ROMANY RD,307 ROMANY RD,Exact Parcel,12998400,-84.48532044,38.02059547
 24631,229 LINCOLN AVE,2013/01/02 00:00:00.000000000,2013/01/04 00:00:00.000000000,2013/01/04 00:00:00.000000000,2013/03/25 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,229 LINCOLN AVE,229 LINCOLN AVE,Exact Parcel,45418002,-84.47585809,38.03408379
 24644,3350 RICHMOND RD,2013/01/03 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/21 00:00:00.000000000,2013/02/11 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,3350 RICHMOND RD,3350 RICHMOND RD,Exact Parcel,20095980,-84.44217372,37.99702549
 24645,603 DE ROODE ST,2013/01/03 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/31 00:00:00.000000000,2013/02/21 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,603 DE ROODE ST,603 DE ROODE ST,Exact Parcel,10982551,-84.5101461,38.04667306
 24616,610 W THIRD ST,2013/01/03 00:00:00.000000000,2013/01/03 00:00:00.000000000,2013/01/07 00:00:00.000000000,2013/01/11 00:00:00.000000000,Contractor,Street Cut,New Construction,Yes,610 W THIRD ST,610 W THIRD ST,Exact Parcel,10660600,-84.50155849,38.05722039
 24657,2429 SHANDON DR,2013/01/03 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/02 00:00:00.000000000,2013/01/09 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,2429 SHANDON DR,2429 SHANDON DR,Exact Parcel,15254800,-84.45430706,38.09084048
 24658,642 N UPPER ST,2013/01/03 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/02 00:00:00.000000000,2013/07/23 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,642 N UPPER ST,642 N UPPER ST,Exact Parcel,13768600,-84.4858358,38.05526583
 24659,729 BELLAIRE AVE,2013/01/03 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/21 00:00:00.000000000,2013/06/28 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,729 BELLAIRE AVE,729 BELLAIRE AVE,Exact Parcel,10434300,-84.48924285,38.06148362
 24646,3413  SAMFORD CT,2013/01/04 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/21 00:00:00.000000000,2013/01/07 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3413 SAMFORD CT,3413 SAMFORD CT,Exact Parcel,20038160,-84.45524027,37.96226473
 24647,3365 HUNTING HILLS CT,2013/01/04 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/28 00:00:00.000000000,2013/01/07 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3365 HUNTING HILLS CT,3365 HUNTING HILLS CT,Exact Parcel,20031960,-84.45538718,37.96891635
 24648,611 DE ROODE ST,2013/01/04 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/28 00:00:00.000000000,2013/01/07 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,611 DE ROODE ST,611 DE ROODE ST,Exact Parcel,11239800,-84.51025156,38.04680808
 24660,614 W FIFTH ST,2013/01/04 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/03 00:00:00.000000000,2013/03/31 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,614 W FIFTH ST,614 W FIFTH ST,Exact Parcel,11589900,-84.49552003,38.05850134
 24649,305 RICHMOND AVE,2013/01/04 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/03 00:00:00.000000000,2013/01/24 00:00:00.000000000,Columbia Gas,Installation,Repair,No,305 RICHMOND AVE,305 RICHMOND AVE,Exact Parcel,45169700,-84.47610291,38.03690671
 24651,316 ZANDALE DR,2013/01/04 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/03 00:00:00.000000000,2013/01/07 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,316 ZANDALE DR,316 ZANDALE DR,Exact Parcel,24235805,-84.50641686,38.00358705
 24652,1776 LAKEWOOD LN,2013/01/04 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/03 00:00:00.000000000,2013/01/24 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,1776 LAKEWOOD LN,1776 LAKEWOOD LN,Exact Parcel,25868000,-84.47998559,38.00583218
 24653,187 MOORE DR,2013/01/04 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/03 00:00:00.000000000,2013/04/24 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,187 MOORE DR,187 MOORE DR,Exact Parcel,10476215,-84.5237042,38.0008904
 24661,642 N UPPER ST,2013/01/04 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/02/07 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,642 N UPPER ST,642 N UPPER ST,Exact Parcel,13768600,-84.4858358,38.05526583
 24663,3249 TIBURON WAY,2013/01/04 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/18 00:00:00.000000000,2013/06/22 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,No,3249 TIBURON WAY,3249 TIBURON WAY,Exact Parcel,38190230,-84.53078983,38.11091242
 24664,325 TURFWAY DR,2013/01/04 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/18 00:00:00.000000000,2013/09/22 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,No,325 TURFWAY DR,325 TURFWAY DR,Exact Parcel,19318330,-84.44394213,38.06763096
 24665,501-521 RAIN GARDEN WAY,2013/01/04 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/18 00:00:00.000000000,2013/11/22 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,No,501 RAIN GARDEN WAY,501 RAIN GARDEN WAY,Exact Parcel,38233890,-84.50452201,38.07231454
 24675,448 PEACHTREE RD,2013/01/07 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/04 00:00:00.000000000,2013/01/11 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,448 PEACHTREE RD,448 PEACHTREE RD,Exact Parcel,12496300,-84.44769995,38.01641205
 24676,3355 PIMLICO PKWY,2013/01/07 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/04 00:00:00.000000000,2013/01/25 00:00:00.000000000,Columbia Gas,Installation,Repair,No,3355 PIMLICO PKWY,3355 PIMLICO PKWY,Exact Parcel,12355500,-84.47412711,37.98923483
 24668,0 W SHORT ST,2013/01/07 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/31 00:00:00.000000000,2013/06/21 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,W SHORT ST,W SHORT ST,Exact Parcel,CONDO,-84.50061934,38.05168304
 24677,3681 HORSEMINT TRL,2013/01/07 00:00:00.000000000,2013/01/11 00:00:00.000000000,2013/01/23 00:00:00.000000000,2013/02/13 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,3681 HORSEMINT TRL,3681 HORSEMINT TRL,Exact Parcel,38192780,-84.41402288,37.9906797
 24678,157 BASSETT AVE,2013/01/07 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/21 00:00:00.000000000,2013/05/01 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,157 BASSETT AVE,157 BASSETT AVE,Exact Parcel,41852525,-84.47642011,38.03119119
 24679,3104 BLACKFORD PKWY,2013/01/07 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/03/12 00:00:00.000000000,2013/04/02 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,3104 BLACKFORD PKWY,3104 BLACKFORD PKWY,Exact Parcel,38184710,-84.39405437,38.02178934
 24680,3430 SNAFFLE RD,2013/01/07 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/15 00:00:00.000000000,2013/02/05 00:00:00.000000000,Columbia Gas,Annual General Permit,New Construction,No,3430 SNAFFLE RD,3430 SNAFFLE RD,Exact Parcel,22786668,-84.56723718,38.00974172
 24681,2084 HARMONY CT,2013/01/08 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/04 00:00:00.000000000,2013/01/11 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,2084 HARMONY CT,2084 HARMONY CT,Exact Parcel,12459300,-84.47159662,38.00623964
 24672,1789 TATES CREEK RD,2013/01/08 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/07 00:00:00.000000000,2013/01/09 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1789 TATES CREEK RD,1789 TATES CREEK RD,Exact Parcel,4011320,-84.49654729,38.01429393
 24682,1004 WATERMILL LN,2013/01/08 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/07 00:00:00.000000000,2013/01/11 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,1004 WATERMILL LN,1004 WATERMILL LN,Exact Parcel,20041540,-84.49911745,37.95469311
 24673,377 E THIRD ST,2013/01/08 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/07 00:00:00.000000000,2013/05/28 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,377 E THIRD ST,377 E THIRD ST,Exact Parcel,12729050,-84.48691211,38.04507295
 24683,2689-2873 KEARNEY CREEK LN,2013/01/08 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/25 00:00:00.000000000,2013/04/26 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,No,2689 KEARNEY CREEK LN,2689 KEARNEY CREEK LN,Exact Parcel,38191010,-84.52551321,38.10793506
 24684,"2748, 2765 SULLIVANS TRCE",2013/01/08 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/25 00:00:00.000000000,2013/04/26 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,No,2748 SULLIVANS TRCE,2748 SULLIVANS TRCE,Exact Parcel,38191980,-84.52256446,38.10776614
 24685,3000 LOCUST BLOSSOM CV,2013/01/08 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/25 00:00:00.000000000,2013/04/26 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,No,3000 LOCUST BLOSSOM CV,3000 LOCUST BLOSSOM CV,Exact Parcel,38191190,-84.52508591,38.10951616
 24686,2504 KITTENS JOY CIR,2013/01/08 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/25 00:00:00.000000000,2013/04/26 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,No,2504 KITTENS JOY CIR,2504 KITTENS JOY CIR,Exact Parcel,38221770,-84.52104168,38.10872918
 24703,4412 LARGO LN,2013/01/08 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/25 00:00:00.000000000,2013/04/26 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,No,4412 LARGO LN,4412 LARGO LN,Exact Parcel,38190680,-84.51971426,37.95903463
 24704,225 BRADFORD DR,2013/01/09 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/29 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,No,225 BRADFORD DR,225 BRADFORD DR,Exact Parcel,11772450,-84.52870535,38.0109514
 24687,3449 COLONNADE DR,2013/01/09 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/29 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,3449 COLONNADE DR,3449 COLONNADE DR,Exact Parcel,20077720,-84.47032317,37.97266193
 24688,3277 TISDALE DR,2013/01/09 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/29 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3277 TISDALE DR,3277 TISDALE DR,Exact Parcel,26363050,-84.5518902,37.99180923
 24690,1520 CHADWICK DR,2013/01/10 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/11 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1520 CHADWICK DR,1520 CHADWICK DR,Exact Parcel,20019820,-84.46742635,37.97330979
 24707,659 CARDINAL LN,2013/01/10 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/09 00:00:00.000000000,2013/01/30 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,No,659 CARDINAL LN,659 CARDINAL LN,Exact Parcel,22212300,-84.54141708,38.02086374
 24708,110 WILSON DOWNING RD,2013/01/10 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/09 00:00:00.000000000,2013/06/21 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,110 WILSON DOWNING RD,110 WILSON DOWNING RD,Exact Parcel,22249350,-84.52540119,37.98494133
 24709,4037 VICTORIA WAY,2013/01/10 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/09 00:00:00.000000000,2013/04/30 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,4037 VICTORIA WAY,4037 VICTORIA WAY,Exact Parcel,25197500,-84.52503163,37.97161651
 24691,811 BRYAN AVE,2013/01/10 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/09 00:00:00.000000000,2013/01/30 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,No,811 BRYAN AVE,811 BRYAN AVE,Exact Parcel,4037720,-84.47978268,38.05660708
 24710,3844 BRIAR HILL RD,2013/01/10 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/24 00:00:00.000000000,2013/02/14 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,3844 BRIAR HILL RD,3844 BRIAR HILL RD,Exact Parcel,26173700,-84.37866654,38.06482913
 24712,4000 VICTORIA WAY,2013/01/10 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/02/01 00:00:00.000000000,2013/05/03 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,No,4000 VICTORIA WAY,4000 VICTORIA WAY,Exact Parcel,20064000,-84.52300857,37.97324829
 24692,201 GRAYSON CT,2013/01/11 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/11 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,201 GRAYSON CT,201 GRAYSON CT,Exact Parcel,20010370,-84.44986372,37.99931648
 24713,564 LONGVIEW DR,2013/01/11 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/31 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,564 LONGVIEW DR,564 LONGVIEW DR,Exact Parcel,24513400,-84.53082842,38.01907007
 24693,544 OHIO ST,2013/01/11 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/25 00:00:00.000000000,2013/02/15 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,544 OHIO ST,544 OHIO ST,Exact Parcel,10494400,-84.4827576,38.04931748
 24695,3333 FOX DEN CIR,2013/01/11 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/11 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3333 FOX DEN CIR,3333 FOX DEN CIR,Exact Parcel,20029870,-84.46035591,37.97033667
 24696,3368 LYON DR,2013/01/11 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/10 00:00:00.000000000,2013/01/11 00:00:00.000000000,Columbia Gas,Annual General Permit,,No,3368 LYON DR,3368 LYON DR,Exact Parcel,20013430,-84.56887365,38.01556209
 24697,1956 ALEXANDRIA DR,2013/01/11 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/25 00:00:00.000000000,2013/02/15 00:00:00.000000000,Columbia Gas,Annual General Permit,Maintenance,No,1956 ALEXANDRIA DR,1956 ALEXANDRIA DR,Exact Parcel,21557100,-84.54838075,38.03209036
 24698,1900-1916 ALEXANDRIA DR,2013/01/11 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/25 00:00:00.000000000,2013/02/15 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,1900 ALEXANDRIA DR,1900 ALEXANDRIA DR,Exact Parcel,22920800,-84.54996025,38.03495229
 24699,1940-1952 ALEXANDRIA DR,2013/01/11 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/25 00:00:00.000000000,2013/02/15 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,1940 ALEXANDRIA DR,1940 ALEXANDRIA DR,Exact Parcel,25500900,-84.54898638,38.03280905
 24700,1920-1936 ALEXANDRIA DR,2013/01/11 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/25 00:00:00.000000000,2013/02/15 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,1920 ALEXANDRIA DR,1920 ALEXANDRIA DR,Exact Parcel,24814800,-84.54951157,38.03387448
 24701,2949 RIO DOSA DR,2013/01/11 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/01/09 00:00:00.000000000,2013/01/11 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,2949 RIO DOSA DR,2949 RIO DOSA DR,Exact Parcel,20064660,-84.44339835,38.00702731
 24715,1257 DALE DR,2013/01/14 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/11 00:00:00.000000000,2013/02/01 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1257 DALE DR,1257 DALE DR,Exact Parcel,12831100,-84.48716858,37.97384384
 24716,2909 RICHMOND RD,2013/01/14 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/11 00:00:00.000000000,2013/02/01 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,2909 RICHMOND RD,2909 RICHMOND RD,Exact Parcel,24613800,-84.44770576,38.00581142
 24717,516 PARK AVE,2013/01/14 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/11 00:00:00.000000000,2013/05/01 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,516 PARK AVE,516 PARK AVE,Exact Parcel,13268600,-84.49726462,38.02971099
 24718,3169 ARROWHEAD CT,2013/01/14 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/11 00:00:00.000000000,2013/01/15 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,3169 ARROWHEAD CT,3169 ARROWHEAD CT,Exact Parcel,26730400,-84.55154426,38.00332619
 24719,1958 FT HARRODS DR,2013/01/14 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/02/04 00:00:00.000000000,2013/02/25 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,1958 FT HARRODS DR,1958 FT HARRODS DR,Exact Parcel,38250310,-84.56032851,38.00687306
 24720,1962 FT HARRODS DR,2013/01/14 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/02/04 00:00:00.000000000,2013/02/25 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,1962 FT HARRODS DR,1962 FT HARRODS DR,Exact Parcel,38250330,-84.56070038,38.0068586
 24725,315-330 CLAY AVE,2013/01/14 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/28 00:00:00.000000000,2013/03/15 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,315 CLAY AVE,315 CLAY AVE,Exact Parcel,13939900,-84.49148412,38.03229493
 24726,403-424 MARQUIS AVE,2013/01/14 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/28 00:00:00.000000000,2013/03/15 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,403 MARQUIS AVE,403 MARQUIS AVE,Exact Parcel,13643625,-84.49370343,38.03144923
 24727,811 CHARLES AVE,2013/01/15 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/03/31 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,811 CHARLES AVE,811 CHARLES AVE,Exact Parcel,14912000,-84.50311943,38.06150183
 24728,414 N LIMESTONE,2013/01/15 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/01/14 00:00:00.000000000,2013/04/04 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,414 N LIMESTONE,414 N LIMESTONE,Exact Parcel,10359900,-84.48984133,38.05111239
 24702,448 S ASHLAND AVE,2013/01/15 00:00:00.000000000,2013/01/15 00:00:00.000000000,2013/01/15 00:00:00.000000000,2013/02/28 00:00:00.000000000,Contractor,Installation,New Construction,No,448 S ASHLAND AVE,448 S ASHLAND AVE,Exact Parcel,4015330,-84.49200161,38.02939099
 24730,1137 ANDERSON ST,2013/01/16 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/01/15 00:00:00.000000000,2013/02/05 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,1137 ANDERSON ST,1137 ANDERSON ST,Exact Parcel,13164900,-84.51660966,38.05370917
 24732,321 MALABU PL,2013/01/16 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/01/15 00:00:00.000000000,2013/01/17 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,321 MALABU PL,321 MALABU PL,Exact Parcel,55061300,-84.51107753,37.99861874
 24733,268 PRESTON AVE,2013/01/17 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/02/06 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,268 PRESTON AVE,268 PRESTON AVE,Exact Parcel,44627525,-84.47319564,38.03392505
 24734,3977 HILLSIDE DR,2013/01/17 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/02/06 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3977 HILLSIDE DR,3977 HILLSIDE DR,Exact Parcel,20062200,-84.55752576,37.97231424
 24735,396 PLAINVIEW RD,2013/01/17 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/17 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,396 PLAINVIEW RD,396 PLAINVIEW RD,Exact Parcel,26805608,-84.45922835,38.0034455
 24736,928 CHINOE RD,2013/01/17 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/01/16 00:00:00.000000000,2013/01/17 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,928 CHINOE RD,928 CHINOE RD,Exact Parcel,12948536,-84.48509635,38.00439284
 24738,3741 RED RIVER DR,2013/01/21 00:00:00.000000000,2013/01/24 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/02/07 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,3741 RED RIVER DR,3741 RED RIVER DR,Exact Parcel,10967026,-84.48494389,37.96919891
 24739,756 FLORENCE AVE,2013/01/21 00:00:00.000000000,2013/01/24 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/02/07 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,756 FLORENCE AVE,756 FLORENCE AVE,Exact Parcel,12159800,-84.50670915,38.06735432
 24740,1934 COBYVILLE CT,2013/01/21 00:00:00.000000000,2013/01/24 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/02/07 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1934 COBYVILLE CT,1934 COBYVILLE CT,Exact Parcel,13924100,-84.47480082,38.09162904
 24741,124 CLAY AVE,2013/01/21 00:00:00.000000000,2013/01/24 00:00:00.000000000,2013/01/17 00:00:00.000000000,2013/04/30 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,124 CLAY AVE,124 CLAY AVE,Exact Parcel,13809350,-84.48619692,38.03521228
